YEAR,STATE,COMMODITY,DATA ITEM,METRIC,VALUE
2022,MARYLAND,WHEAT, ACRES PLANTED,ACRE,355000
2022,MARYLAND,WHEAT, YIELD, MEASURED IN BU / ACRE,78
2022,MICHIGAN,WHEAT, ACRES HARVESTED,ACRE,415000
2022,MICHIGAN,WHEAT, ACRES PLANTED,ACRE,460000
2022,MICHIGAN,WHEAT, YIELD, MEASURED IN BU / ACRE,83
2022,MINNESOTA,WHEAT, ACRES HARVESTED,ACRE,1210000
2022,MINNESOTA,WHEAT, ACRES PLANTED,ACRE,1250000
2022,MINNESOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,61
2022,MISSISSIPPI,WHEAT, ACRES HARVESTED,ACRE,75000
2022,MISSISSIPPI,WHEAT, ACRES PLANTED,ACRE,100000
2022,MISSISSIPPI,WHEAT, YIELD, MEASURED IN BU / ACRE,52
2022,MISSOURI,WHEAT, ACRES HARVESTED,ACRE,410000
2022,MISSOURI,WHEAT, ACRES PLANTED,ACRE,630000
2022,MISSOURI,WHEAT, YIELD, MEASURED IN BU / ACRE,60
2022,MONTANA,WHEAT, ACRES HARVESTED,ACRE,4915000
2022,MONTANA,WHEAT, ACRES PLANTED,ACRE,5460000
2022,MONTANA,WHEAT, YIELD, MEASURED IN BU / ACRE,28.3
2022,NEBRASKA,WHEAT, ACRES HARVESTED,ACRE,820000
2022,NEBRASKA,WHEAT, ACRES PLANTED,ACRE,980000
2022,NEBRASKA,WHEAT, YIELD, MEASURED IN BU / ACRE,32
2022,NEW JERSEY,WHEAT, ACRES HARVESTED,ACRE,22000
2022,NEW JERSEY,WHEAT, ACRES PLANTED,ACRE,26000
2022,NEW JERSEY,WHEAT, YIELD, MEASURED IN BU / ACRE,70
2022,NEW MEXICO,WHEAT, ACRES HARVESTED,ACRE,90000
2022,NEW MEXICO,WHEAT, ACRES PLANTED,ACRE,360000
2022,NEW MEXICO,WHEAT, YIELD, MEASURED IN BU / ACRE,17
2022,NEW YORK,WHEAT, ACRES HARVESTED,ACRE,100000
2022,NEW YORK,WHEAT, ACRES PLANTED,ACRE,140000
2022,NEW YORK,WHEAT, YIELD, MEASURED IN BU / ACRE,72
2022,NORTH CAROLINA,WHEAT, ACRES HARVESTED,ACRE,375000
2022,NORTH CAROLINA,WHEAT, ACRES PLANTED,ACRE,480000
2022,NORTH CAROLINA,WHEAT, YIELD, MEASURED IN BU / ACRE,64
2022,NORTH DAKOTA,WHEAT, ACRES HARVESTED,ACRE,6135000
2022,NORTH DAKOTA,WHEAT, ACRES PLANTED,ACRE,6195000
2022,NORTH DAKOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,48.9
2022,OHIO,WHEAT, ACRES HARVESTED,ACRE,465000
2022,OHIO,WHEAT, ACRES PLANTED,ACRE,510000
2022,OHIO,WHEAT, YIELD, MEASURED IN BU / ACRE,79
2022,OKLAHOMA,WHEAT, ACRES HARVESTED,ACRE,2450000
2022,OKLAHOMA,WHEAT, ACRES PLANTED,ACRE,4300000
2022,OKLAHOMA,WHEAT, YIELD, MEASURED IN BU / ACRE,28
2022,OREGON,WHEAT, ACRES HARVESTED,ACRE,715000
2022,OREGON,WHEAT, ACRES PLANTED,ACRE,730000
2022,OREGON,WHEAT, YIELD, MEASURED IN BU / ACRE,68
2022,PENNSYLVANIA,WHEAT, ACRES HARVESTED,ACRE,210000
2022,PENNSYLVANIA,WHEAT, ACRES PLANTED,ACRE,270000
2022,PENNSYLVANIA,WHEAT, YIELD, MEASURED IN BU / ACRE,73
2022,SOUTH CAROLINA,WHEAT, ACRES HARVESTED,ACRE,100000
2022,SOUTH CAROLINA,WHEAT, ACRES PLANTED,ACRE,120000
2022,SOUTH CAROLINA,WHEAT, YIELD, MEASURED IN BU / ACRE,57
2022,SOUTH DAKOTA,WHEAT, ACRES HARVESTED,ACRE,1440000
2022,SOUTH DAKOTA,WHEAT, ACRES PLANTED,ACRE,1580000
2022,SOUTH DAKOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,50
2022,TENNESSEE,WHEAT, ACRES HARVESTED,ACRE,335000
2022,TENNESSEE,WHEAT, ACRES PLANTED,ACRE,410000
2022,TENNESSEE,WHEAT, YIELD, MEASURED IN BU / ACRE,73
2022,TEXAS,WHEAT, ACRES HARVESTED,ACRE,1300000
2022,TEXAS,WHEAT, ACRES PLANTED,ACRE,5300000
2022,TEXAS,WHEAT, YIELD, MEASURED IN BU / ACRE,30
2022,UTAH,WHEAT, ACRES HARVESTED,ACRE,88000
2022,UTAH,WHEAT, ACRES PLANTED,ACRE,110000
2022,UTAH,WHEAT, YIELD, MEASURED IN BU / ACRE,36
2022,VIRGINIA,WHEAT, ACRES HARVESTED,ACRE,150000
2022,VIRGINIA,WHEAT, ACRES PLANTED,ACRE,230000
2022,VIRGINIA,WHEAT, YIELD, MEASURED IN BU / ACRE,68
2022,WASHINGTON,WHEAT, ACRES HARVESTED,ACRE,2270000
2022,WASHINGTON,WHEAT, ACRES PLANTED,ACRE,2325000
2022,WASHINGTON,WHEAT, YIELD, MEASURED IN BU / ACRE,63.4
2022,WISCONSIN,WHEAT, ACRES HARVESTED,ACRE,235000
2022,WISCONSIN,WHEAT, ACRES PLANTED,ACRE,300000
2022,WISCONSIN,WHEAT, YIELD, MEASURED IN BU / ACRE,78
2022,WYOMING,WHEAT, ACRES HARVESTED,ACRE,95000
2022,WYOMING,WHEAT, ACRES PLANTED,ACRE,115000
2022,WYOMING,WHEAT, YIELD, MEASURED IN BU / ACRE,17
2021,ALABAMA,WHEAT, ACRES HARVESTED,ACRE,110000
2021,ALABAMA,WHEAT, ACRES PLANTED,ACRE,175000
2021,ALABAMA,WHEAT, YIELD, MEASURED IN BU / ACRE,83
2021,ARIZONA,WHEAT, ACRES HARVESTED,ACRE,59000
2021,ARIZONA,WHEAT, ACRES PLANTED,ACRE,60000
2021,ARIZONA,WHEAT, YIELD, MEASURED IN BU / ACRE,90
2021,ARKANSAS,WHEAT, ACRES HARVESTED,ACRE,145000
2021,ARKANSAS,WHEAT, ACRES PLANTED,ACRE,210000
2021,ARKANSAS,WHEAT, YIELD, MEASURED IN BU / ACRE,58
2021,CALIFORNIA,WHEAT, ACRES HARVESTED,ACRE,110000
2021,CALIFORNIA,WHEAT, ACRES PLANTED,ACRE,385000
2021,CALIFORNIA,WHEAT, YIELD, MEASURED IN BU / ACRE,87.1
2021,COLORADO,WHEAT, ACRES HARVESTED,ACRE,1880000
2021,COLORADO,WHEAT, ACRES PLANTED,ACRE,2200000
2021,COLORADO,WHEAT, YIELD, MEASURED IN BU / ACRE,37
2021,DELAWARE,WHEAT, ACRES HARVESTED,ACRE,35000
2021,DELAWARE,WHEAT, ACRES PLANTED,ACRE,60000
2021,DELAWARE,WHEAT, YIELD, MEASURED IN BU / ACRE,70
2021,GEORGIA,WHEAT, ACRES HARVESTED,ACRE,110000
2021,GEORGIA,WHEAT, ACRES PLANTED,ACRE,220000
2021,GEORGIA,WHEAT, YIELD, MEASURED IN BU / ACRE,56
2021,IDAHO,WHEAT, ACRES HARVESTED,ACRE,1132000
2021,IDAHO,WHEAT, ACRES PLANTED,ACRE,1227000
2021,IDAHO,WHEAT, YIELD, MEASURED IN BU / ACRE,67.6
2021,ILLINOIS,WHEAT, ACRES HARVESTED,ACRE,610000
2021,ILLINOIS,WHEAT, ACRES PLANTED,ACRE,670000
2021,ILLINOIS,WHEAT, YIELD, MEASURED IN BU / ACRE,79
2021,INDIANA,WHEAT, ACRES HARVESTED,ACRE,270000
2021,INDIANA,WHEAT, ACRES PLANTED,ACRE,340000
2021,INDIANA,WHEAT, YIELD, MEASURED IN BU / ACRE,85
2021,KANSAS,WHEAT, ACRES HARVESTED,ACRE,7000000
2021,KANSAS,WHEAT, ACRES PLANTED,ACRE,7300000
2021,KANSAS,WHEAT, YIELD, MEASURED IN BU / ACRE,52
2021,KENTUCKY,WHEAT, ACRES HARVESTED,ACRE,350000
2021,KENTUCKY,WHEAT, ACRES PLANTED,ACRE,510000
2021,KENTUCKY,WHEAT, YIELD, MEASURED IN BU / ACRE,87
2021,MARYLAND,WHEAT, ACRES HARVESTED,ACRE,160000
2021,MARYLAND,WHEAT, ACRES PLANTED,ACRE,345000
2021,MARYLAND,WHEAT, YIELD, MEASURED IN BU / ACRE,79
2021,MICHIGAN,WHEAT, ACRES HARVESTED,ACRE,560000
2021,MICHIGAN,WHEAT, ACRES PLANTED,ACRE,610000
2021,MICHIGAN,WHEAT, YIELD, MEASURED IN BU / ACRE,81
2021,MINNESOTA,WHEAT, ACRES HARVESTED,ACRE,1160000
2021,MINNESOTA,WHEAT, ACRES PLANTED,ACRE,1210000
2021,MINNESOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,48
2021,MISSISSIPPI,WHEAT, ACRES HARVESTED,ACRE,70000
2021,MISSISSIPPI,WHEAT, ACRES PLANTED,ACRE,95000
2021,MISSISSIPPI,WHEAT, YIELD, MEASURED IN BU / ACRE,59
2021,MISSOURI,WHEAT, ACRES HARVESTED,ACRE,490000
2021,MISSOURI,WHEAT, ACRES PLANTED,ACRE,640000
2021,MISSOURI,WHEAT, YIELD, MEASURED IN BU / ACRE,65
2021,MONTANA,WHEAT, ACRES HARVESTED,ACRE,4530000
2021,MONTANA,WHEAT, ACRES PLANTED,ACRE,5520000
2021,MONTANA,WHEAT, YIELD, MEASURED IN BU / ACRE,22.2
2021,NEBRASKA,WHEAT, ACRES HARVESTED,ACRE,840000
2021,NEBRASKA,WHEAT, ACRES PLANTED,ACRE,920000
2021,NEBRASKA,WHEAT, YIELD, MEASURED IN BU / ACRE,49
2021,NEW JERSEY,WHEAT, ACRES HARVESTED,ACRE,16000
2021,NEW JERSEY,WHEAT, ACRES PLANTED,ACRE,23000
2021,NEW JERSEY,WHEAT, YIELD, MEASURED IN BU / ACRE,67
2021,NEW MEXICO,WHEAT, ACRES HARVESTED,ACRE,80000
2021,NEW MEXICO,WHEAT, ACRES PLANTED,ACRE,380000
2021,NEW MEXICO,WHEAT, YIELD, MEASURED IN BU / ACRE,36
2021,NEW YORK,WHEAT, ACRES HARVESTED,ACRE,125000
2021,NEW YORK,WHEAT, ACRES PLANTED,ACRE,155000
2021,NEW YORK,WHEAT, YIELD, MEASURED IN BU / ACRE,77
2021,NORTH CAROLINA,WHEAT, ACRES HARVESTED,ACRE,345000
2021,NORTH CAROLINA,WHEAT, ACRES PLANTED,ACRE,450000
2021,NORTH CAROLINA,WHEAT, YIELD, MEASURED IN BU / ACRE,56
2021,NORTH DAKOTA,WHEAT, ACRES HARVESTED,ACRE,6090000
2021,NORTH DAKOTA,WHEAT, ACRES PLANTED,ACRE,6470000
2021,NORTH DAKOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,32.2
2021,OHIO,WHEAT, ACRES HARVESTED,ACRE,515000
2021,OHIO,WHEAT, ACRES PLANTED,ACRE,580000
2021,OHIO,WHEAT, YIELD, MEASURED IN BU / ACRE,85
2021,OKLAHOMA,WHEAT, ACRES HARVESTED,ACRE,2950000
2021,OKLAHOMA,WHEAT, ACRES PLANTED,ACRE,4400000
2021,OKLAHOMA,WHEAT, YIELD, MEASURED IN BU / ACRE,39
2021,OREGON,WHEAT, ACRES HARVESTED,ACRE,705000
2021,OREGON,WHEAT, ACRES PLANTED,ACRE,720000
2021,OREGON,WHEAT, YIELD, MEASURED IN BU / ACRE,45
2021,PENNSYLVANIA,WHEAT, ACRES HARVESTED,ACRE,195000
2021,PENNSYLVANIA,WHEAT, ACRES PLANTED,ACRE,270000
2021,PENNSYLVANIA,WHEAT, YIELD, MEASURED IN BU / ACRE,77
2021,SOUTH CAROLINA,WHEAT, ACRES HARVESTED,ACRE,100000
2021,SOUTH CAROLINA,WHEAT, ACRES PLANTED,ACRE,125000
2021,SOUTH CAROLINA,WHEAT, YIELD, MEASURED IN BU / ACRE,53
2021,SOUTH DAKOTA,WHEAT, ACRES HARVESTED,ACRE,1290000
2021,SOUTH DAKOTA,WHEAT, ACRES PLANTED,ACRE,1520000
2021,SOUTH DAKOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,34
2021,TENNESSEE,WHEAT, ACRES HARVESTED,ACRE,330000
2021,TENNESSEE,WHEAT, ACRES PLANTED,ACRE,400000
2021,TENNESSEE,WHEAT, YIELD, MEASURED IN BU / ACRE,71
2021,TEXAS,WHEAT, ACRES HARVESTED,ACRE,2000000
2021,TEXAS,WHEAT, ACRES PLANTED,ACRE,5500000
2021,TEXAS,WHEAT, YIELD, MEASURED IN BU / ACRE,37
2021,UTAH,WHEAT, ACRES HARVESTED,ACRE,93000
2021,UTAH,WHEAT, ACRES PLANTED,ACRE,110000
2021,UTAH,WHEAT, YIELD, MEASURED IN BU / ACRE,46
2021,VIRGINIA,WHEAT, ACRES HARVESTED,ACRE,120000
2021,VIRGINIA,WHEAT, ACRES PLANTED,ACRE,205000
2021,VIRGINIA,WHEAT, YIELD, MEASURED IN BU / ACRE,67
2021,WASHINGTON,WHEAT, ACRES HARVESTED,ACRE,2230000
2021,WASHINGTON,WHEAT, ACRES PLANTED,ACRE,2330000
2021,WASHINGTON,WHEAT, YIELD, MEASURED IN BU / ACRE,39.1
2021,WISCONSIN,WHEAT, ACRES HARVESTED,ACRE,245000
2021,WISCONSIN,WHEAT, ACRES PLANTED,ACRE,290000
2021,WISCONSIN,WHEAT, YIELD, MEASURED IN BU / ACRE,75
2021,WYOMING,WHEAT, ACRES HARVESTED,ACRE,95000
2021,WYOMING,WHEAT, ACRES PLANTED,ACRE,115000
2021,WYOMING,WHEAT, YIELD, MEASURED IN BU / ACRE,32
2020,ALABAMA,WHEAT, ACRES HARVESTED,ACRE,70000
2020,ALABAMA,WHEAT, ACRES PLANTED,ACRE,135000
2020,ALABAMA,WHEAT, YIELD, MEASURED IN BU / ACRE,72
2020,ARIZONA,WHEAT, ACRES HARVESTED,ACRE,49000
2020,ARIZONA,WHEAT, ACRES PLANTED,ACRE,50000
2020,ARIZONA,WHEAT, YIELD, MEASURED IN BU / ACRE,99
2020,ARKANSAS,WHEAT, ACRES HARVESTED,ACRE,75000
2020,ARKANSAS,WHEAT, ACRES PLANTED,ACRE,145000
2020,ARKANSAS,WHEAT, YIELD, MEASURED IN BU / ACRE,55
2020,CALIFORNIA,WHEAT, ACRES HARVESTED,ACRE,102000
2020,CALIFORNIA,WHEAT, ACRES PLANTED,ACRE,410000
2020,CALIFORNIA,WHEAT, YIELD, MEASURED IN BU / ACRE,77
2020,COLORADO,WHEAT, ACRES HARVESTED,ACRE,1520000
2020,COLORADO,WHEAT, ACRES PLANTED,ACRE,1900000
2020,COLORADO,WHEAT, YIELD, MEASURED IN BU / ACRE,27
2020,DELAWARE,WHEAT, ACRES HARVESTED,ACRE,55000
2020,DELAWARE,WHEAT, ACRES PLANTED,ACRE,75000
2020,DELAWARE,WHEAT, YIELD, MEASURED IN BU / ACRE,73
2020,GEORGIA,WHEAT, ACRES HARVESTED,ACRE,85000
2020,GEORGIA,WHEAT, ACRES PLANTED,ACRE,190000
2020,GEORGIA,WHEAT, YIELD, MEASURED IN BU / ACRE,55
2020,IDAHO,WHEAT, ACRES HARVESTED,ACRE,1164000
2020,IDAHO,WHEAT, ACRES PLANTED,ACRE,1240000
2020,IDAHO,WHEAT, YIELD, MEASURED IN BU / ACRE,96.7
2020,ILLINOIS,WHEAT, ACRES HARVESTED,ACRE,520000
2020,ILLINOIS,WHEAT, ACRES PLANTED,ACRE,570000
2020,ILLINOIS,WHEAT, YIELD, MEASURED IN BU / ACRE,68
2020,INDIANA,WHEAT, ACRES HARVESTED,ACRE,250000
2020,INDIANA,WHEAT, ACRES PLANTED,ACRE,300000
2020,INDIANA,WHEAT, YIELD, MEASURED IN BU / ACRE,70
2020,KANSAS,WHEAT, ACRES HARVESTED,ACRE,6250000
2020,KANSAS,WHEAT, ACRES PLANTED,ACRE,6600000
2020,KANSAS,WHEAT, YIELD, MEASURED IN BU / ACRE,45
2020,KENTUCKY,WHEAT, ACRES HARVESTED,ACRE,340000
2020,KENTUCKY,WHEAT, ACRES PLANTED,ACRE,510000
2020,KENTUCKY,WHEAT, YIELD, MEASURED IN BU / ACRE,63
2020,MARYLAND,WHEAT, ACRES HARVESTED,ACRE,150000
2020,MARYLAND,WHEAT, ACRES PLANTED,ACRE,355000
2020,MARYLAND,WHEAT, YIELD, MEASURED IN BU / ACRE,73
2020,MICHIGAN,WHEAT, ACRES HARVESTED,ACRE,450000
2020,MICHIGAN,WHEAT, ACRES PLANTED,ACRE,490000
2020,MICHIGAN,WHEAT, YIELD, MEASURED IN BU / ACRE,75
2020,MINNESOTA,WHEAT, ACRES HARVESTED,ACRE,1360000
2020,MINNESOTA,WHEAT, ACRES PLANTED,ACRE,1430000
2020,MINNESOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,53
2020,MISSISSIPPI,WHEAT, ACRES HARVESTED,ACRE,20000
2020,MISSISSIPPI,WHEAT, ACRES PLANTED,ACRE,40000
2020,MISSISSIPPI,WHEAT, YIELD, MEASURED IN BU / ACRE,48
2020,MISSOURI,WHEAT, ACRES HARVESTED,ACRE,370000
2020,MISSOURI,WHEAT, ACRES PLANTED,ACRE,480000
2020,MISSOURI,WHEAT, YIELD, MEASURED IN BU / ACRE,62
2020,MONTANA,WHEAT, ACRES HARVESTED,ACRE,5490000
2020,MONTANA,WHEAT, ACRES PLANTED,ACRE,5595000
2020,MONTANA,WHEAT, YIELD, MEASURED IN BU / ACRE,41.7
2020,NEBRASKA,WHEAT, ACRES HARVESTED,ACRE,830000
2020,NEBRASKA,WHEAT, ACRES PLANTED,ACRE,900000
2020,NEBRASKA,WHEAT, YIELD, MEASURED IN BU / ACRE,41
2020,NEW JERSEY,WHEAT, ACRES HARVESTED,ACRE,18000
2020,NEW JERSEY,WHEAT, ACRES PLANTED,ACRE,25000
2020,NEW JERSEY,WHEAT, YIELD, MEASURED IN BU / ACRE,67
2020,NEW MEXICO,WHEAT, ACRES HARVESTED,ACRE,115000
2020,NEW MEXICO,WHEAT, ACRES PLANTED,ACRE,335000
2020,NEW MEXICO,WHEAT, YIELD, MEASURED IN BU / ACRE,28
2020,NEW YORK,WHEAT, ACRES HARVESTED,ACRE,120000
2020,NEW YORK,WHEAT, ACRES PLANTED,ACRE,150000
2020,NEW YORK,WHEAT, YIELD, MEASURED IN BU / ACRE,66
2020,NORTH CAROLINA,WHEAT, ACRES HARVESTED,ACRE,350000
2020,NORTH CAROLINA,WHEAT, ACRES PLANTED,ACRE,450000
2020,NORTH CAROLINA,WHEAT, YIELD, MEASURED IN BU / ACRE,60
2020,NORTH DAKOTA,WHEAT, ACRES HARVESTED,ACRE,6563000
2020,NORTH DAKOTA,WHEAT, ACRES PLANTED,ACRE,6650000
2020,NORTH DAKOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,47.6
2020,OHIO,WHEAT, ACRES HARVESTED,ACRE,490000
2020,OHIO,WHEAT, ACRES PLANTED,ACRE,530000
2020,OHIO,WHEAT, YIELD, MEASURED IN BU / ACRE,71
2020,OKLAHOMA,WHEAT, ACRES HARVESTED,ACRE,2600000
2020,OKLAHOMA,WHEAT, ACRES PLANTED,ACRE,4250000
2020,OKLAHOMA,WHEAT, YIELD, MEASURED IN BU / ACRE,40
2020,OREGON,WHEAT, ACRES HARVESTED,ACRE,725000
2020,OREGON,WHEAT, ACRES PLANTED,ACRE,740000
2020,OREGON,WHEAT, YIELD, MEASURED IN BU / ACRE,64
2020,PENNSYLVANIA,WHEAT, ACRES HARVESTED,ACRE,190000
2020,PENNSYLVANIA,WHEAT, ACRES PLANTED,ACRE,235000
2020,PENNSYLVANIA,WHEAT, YIELD, MEASURED IN BU / ACRE,71
2020,SOUTH CAROLINA,WHEAT, ACRES HARVESTED,ACRE,95000
2020,SOUTH CAROLINA,WHEAT, ACRES PLANTED,ACRE,110000
2020,SOUTH CAROLINA,WHEAT, YIELD, MEASURED IN BU / ACRE,51
2020,SOUTH DAKOTA,WHEAT, ACRES HARVESTED,ACRE,1355000
2020,SOUTH DAKOTA,WHEAT, ACRES PLANTED,ACRE,1400000
2020,SOUTH DAKOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,51.9
2020,TENNESSEE,WHEAT, ACRES HARVESTED,ACRE,230000
2020,TENNESSEE,WHEAT, ACRES PLANTED,ACRE,300000
2020,TENNESSEE,WHEAT, YIELD, MEASURED IN BU / ACRE,59
2020,TEXAS,WHEAT, ACRES HARVESTED,ACRE,2050000
2020,TEXAS,WHEAT, ACRES PLANTED,ACRE,4900000
2020,TEXAS,WHEAT, YIELD, MEASURED IN BU / ACRE,30
2020,UTAH,WHEAT, ACRES HARVESTED,ACRE,98000
2020,UTAH,WHEAT, ACRES PLANTED,ACRE,110000
2020,UTAH,WHEAT, YIELD, MEASURED IN BU / ACRE,53
2020,VIRGINIA,WHEAT, ACRES HARVESTED,ACRE,130000
2020,VIRGINIA,WHEAT, ACRES PLANTED,ACRE,220000
2020,VIRGINIA,WHEAT, YIELD, MEASURED IN BU / ACRE,60
2020,WASHINGTON,WHEAT, ACRES HARVESTED,ACRE,2295000
2020,WASHINGTON,WHEAT, ACRES PLANTED,ACRE,2350000
2020,WASHINGTON,WHEAT, YIELD, MEASURED IN BU / ACRE,72.4
2020,WISCONSIN,WHEAT, ACRES HARVESTED,ACRE,125000
2020,WISCONSIN,WHEAT, ACRES PLANTED,ACRE,160000
2020,WISCONSIN,WHEAT, YIELD, MEASURED IN BU / ACRE,69
2020,WYOMING,WHEAT, ACRES HARVESTED,ACRE,90000
2020,WYOMING,WHEAT, ACRES PLANTED,ACRE,120000
2020,WYOMING,WHEAT, YIELD, MEASURED IN BU / ACRE,26
2019,ALABAMA,WHEAT, ACRES HARVESTED,ACRE,85000
2019,ALABAMA,WHEAT, ACRES PLANTED,ACRE,130000
2019,ALABAMA,WHEAT, YIELD, MEASURED IN BU / ACRE,72
2019,ARIZONA,WHEAT, ACRES HARVESTED,ACRE,35000
2019,ARIZONA,WHEAT, ACRES PLANTED,ACRE,36000
2019,ARIZONA,WHEAT, YIELD, MEASURED IN BU / ACRE,104
2019,ARKANSAS,WHEAT, ACRES HARVESTED,ACRE,50000
2019,ARKANSAS,WHEAT, ACRES PLANTED,ACRE,110000
2019,ARKANSAS,WHEAT, YIELD, MEASURED IN BU / ACRE,52
2019,CALIFORNIA,WHEAT, ACRES HARVESTED,ACRE,122000
2019,CALIFORNIA,WHEAT, ACRES PLANTED,ACRE,420000
2019,CALIFORNIA,WHEAT, YIELD, MEASURED IN BU / ACRE,59.4
2019,COLORADO,WHEAT, ACRES HARVESTED,ACRE,2000000
2019,COLORADO,WHEAT, ACRES PLANTED,ACRE,2150000
2019,COLORADO,WHEAT, YIELD, MEASURED IN BU / ACRE,49
2019,DELAWARE,WHEAT, ACRES HARVESTED,ACRE,50000
2019,DELAWARE,WHEAT, ACRES PLANTED,ACRE,60000
2019,DELAWARE,WHEAT, YIELD, MEASURED IN BU / ACRE,72
2019,GEORGIA,WHEAT, ACRES HARVESTED,ACRE,50000
2019,GEORGIA,WHEAT, ACRES PLANTED,ACRE,150000
2019,GEORGIA,WHEAT, YIELD, MEASURED IN BU / ACRE,56
2019,IDAHO,WHEAT, ACRES HARVESTED,ACRE,1125000
2019,IDAHO,WHEAT, ACRES PLANTED,ACRE,1195000
2019,IDAHO,WHEAT, YIELD, MEASURED IN BU / ACRE,87.8
2019,ILLINOIS,WHEAT, ACRES HARVESTED,ACRE,550000
2019,ILLINOIS,WHEAT, ACRES PLANTED,ACRE,650000
2019,ILLINOIS,WHEAT, YIELD, MEASURED IN BU / ACRE,67
2019,INDIANA,WHEAT, ACRES HARVESTED,ACRE,260000
2019,INDIANA,WHEAT, ACRES PLANTED,ACRE,330000
2019,INDIANA,WHEAT, YIELD, MEASURED IN BU / ACRE,62
2019,KANSAS,WHEAT, ACRES HARVESTED,ACRE,6700000
2019,KANSAS,WHEAT, ACRES PLANTED,ACRE,7100000
2019,KANSAS,WHEAT, YIELD, MEASURED IN BU / ACRE,52
2019,KENTUCKY,WHEAT, ACRES HARVESTED,ACRE,330000
2019,KENTUCKY,WHEAT, ACRES PLANTED,ACRE,460000
2019,KENTUCKY,WHEAT, YIELD, MEASURED IN BU / ACRE,76
2019,MARYLAND,WHEAT, ACRES HARVESTED,ACRE,165000
2019,MARYLAND,WHEAT, ACRES PLANTED,ACRE,345000
2019,MARYLAND,WHEAT, YIELD, MEASURED IN BU / ACRE,75
2019,MICHIGAN,WHEAT, ACRES HARVESTED,ACRE,490000
2019,MICHIGAN,WHEAT, ACRES PLANTED,ACRE,550000
2019,MICHIGAN,WHEAT, YIELD, MEASURED IN BU / ACRE,71
2019,MINNESOTA,WHEAT, ACRES HARVESTED,ACRE,1400000
2019,MINNESOTA,WHEAT, ACRES PLANTED,ACRE,1450000
2019,MINNESOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,57
2019,MISSISSIPPI,WHEAT, ACRES HARVESTED,ACRE,21000
2019,MISSISSIPPI,WHEAT, ACRES PLANTED,ACRE,45000
2019,MISSISSIPPI,WHEAT, YIELD, MEASURED IN BU / ACRE,47
2019,MISSOURI,WHEAT, ACRES HARVESTED,ACRE,390000
2019,MISSOURI,WHEAT, ACRES PLANTED,ACRE,550000
2019,MISSOURI,WHEAT, YIELD, MEASURED IN BU / ACRE,63
2019,MONTANA,WHEAT, ACRES HARVESTED,ACRE,5135000
2019,MONTANA,WHEAT, ACRES PLANTED,ACRE,5450000
2019,MONTANA,WHEAT, YIELD, MEASURED IN BU / ACRE,42.4
2019,NEBRASKA,WHEAT, ACRES HARVESTED,ACRE,970000
2019,NEBRASKA,WHEAT, ACRES PLANTED,ACRE,1070000
2019,NEBRASKA,WHEAT, YIELD, MEASURED IN BU / ACRE,57
2019,NEW JERSEY,WHEAT, ACRES HARVESTED,ACRE,14000
2019,NEW JERSEY,WHEAT, ACRES PLANTED,ACRE,19000
2019,NEW JERSEY,WHEAT, YIELD, MEASURED IN BU / ACRE,66
2019,NEW MEXICO,WHEAT, ACRES HARVESTED,ACRE,110000
2019,NEW MEXICO,WHEAT, ACRES PLANTED,ACRE,365000
2019,NEW MEXICO,WHEAT, YIELD, MEASURED IN BU / ACRE,30
2019,NEW YORK,WHEAT, ACRES HARVESTED,ACRE,66000
2019,NEW YORK,WHEAT, ACRES PLANTED,ACRE,90000
2019,NEW YORK,WHEAT, YIELD, MEASURED IN BU / ACRE,63
2019,NORTH CAROLINA,WHEAT, ACRES HARVESTED,ACRE,225000
2019,NORTH CAROLINA,WHEAT, ACRES PLANTED,ACRE,290000
2019,NORTH CAROLINA,WHEAT, YIELD, MEASURED IN BU / ACRE,56
2019,NORTH DAKOTA,WHEAT, ACRES HARVESTED,ACRE,6630000
2019,NORTH DAKOTA,WHEAT, ACRES PLANTED,ACRE,7505000
2019,NORTH DAKOTA,WHEAT, YIELD, MEASURED IN BU / ACRE,48.4
2019,OHIO,WHEAT, ACRES HARVESTED,ACRE,385000
2019,OHIO,WHEAT, ACRES PLANTED,ACRE,500000
2019,OHIO,WHEAT, YIELD, MEASURED IN BU / ACRE,56
2019,OKLAHOMA,WHEAT, ACRES HARVESTED,ACRE,2750000
2019,OKLAHOMA,WHEAT, ACRES PLANTED,ACRE,4200000
2019,OKLAHOMA,WHEAT, YIELD, MEASURED IN BU / ACRE,40
2019,OREGON,WHEAT, ACRES HARVESTED,ACRE,730000
2019,OREGON,WHEAT, ACRES PLANTED,ACRE,740000
2019,OREGON,WHEAT, YIELD, MEASURED IN BU / ACRE,68
2019,PENNSYLVANIA,WHEAT, ACRES HARVESTED,ACRE,140000
2019,PENNSYLVANIA,WHEAT, ACRES PLANTED,ACRE,180000
